item_id	frozen_source	locator	reviewer	coverage	dependencies	disposition	notes
PR-715	99cc94c48bafd9b96141f7cef9f1e7aa83012747	PR715	A	P0	BASE	pending integrator reconciliation	Distinct from PR722; similar prefixes must not be conflated
PR-715-DOC	99cc94c48bafd9b96141f7cef9f1e7aa83012747	docs;code;source-locks	C	P0	PR-715	C0	
PR-716	a1d2387c4a1416c3f220a16fae849e6eab620545	PR716	A	P0	BASE	pending integrator reconciliation	
PR-716-DOC	a1d2387c4a1416c3f220a16fae849e6eab620545	docs;code;source-locks	C	P0	PR-716	C0	
PR-717	dad61b954dd8404520631058d1ce717e7a910a3b	PR717	C	P0	BASE	C0	
PR-718	41a087387812e89ce800c59f43582799fee24782	PR718	A	P0	BASE	pending integrator reconciliation	
PR-718-DOC	41a087387812e89ce800c59f43582799fee24782	docs;code;source-locks	C	P0	PR-718	C0	
PR-719	59654c02d13545d6c8c0972315db2628e9efa1f6	PR719	B	P0	BASE	pending integrator reconciliation	
PR-719-DOC	59654c02d13545d6c8c0972315db2628e9efa1f6	docs;code;source-locks	C	P0	PR-719	C0	
PR-720	80779dd04ca64704744ef50dfcac964344e2445e	PR720	A	P0	BASE	pending integrator reconciliation	
PR-720-DOC	80779dd04ca64704744ef50dfcac964344e2445e	docs;code;source-locks	C	P0	PR-720	C0	
PR-721	06c8ea18ffe20c7efa01b0fdacb8ebea0a2b5b22	PR721	C	P0	BASE	C0	
PR-722	99dcb03f431d06032d205e6a6868616a108e4a99	PR722	C	P0	BASE	C0	Direct final ref check matches merge722 second parent; no head mismatch
PR-723	7b01a312b06f6948e0ce15d6d8be5e8b57d8fe81	PR723	A	P0	BASE	pending integrator reconciliation	
PR-723-DOC	7b01a312b06f6948e0ce15d6d8be5e8b57d8fe81	docs;code;source-locks	C	P0	PR-723	C0	
PR-724	452978883b0009f002cfec426dfd5eb10041a15c	PR724	B	P0	BASE	pending integrator reconciliation	
PR-724-DOC	452978883b0009f002cfec426dfd5eb10041a15c	docs;code;source-locks	C	P0	PR-724	C0	
PR-725	1064832e10383322df88acd4fc808b0840f4c6d2	PR725	A	P0	BASE	pending integrator reconciliation	
PR-725-DOC	1064832e10383322df88acd4fc808b0840f4c6d2	docs;code;source-locks	C	P0	PR-725	C0	
PR-726	e8e6d85221a9a85fb2a5f82a1807802f89b06b7b	PR726	B	P0	BASE	pending integrator reconciliation	
PR-726-DOC	e8e6d85221a9a85fb2a5f82a1807802f89b06b7b	docs;code;source-locks	C	P0	PR-726	C0	
PR-727	71782530d175162040a8c182a4cb1602d2b23821	PR727	A	P0	BASE	pending integrator reconciliation	
PR-727-DOC	71782530d175162040a8c182a4cb1602d2b23821	docs;code;source-locks	C	P0	PR-727	C0	
PR-728	bfe884d0e6491bf1998b06b2e380ce9c36d67f78	PR728	A	P0	BASE	pending integrator reconciliation	
PR-728-DOC	bfe884d0e6491bf1998b06b2e380ce9c36d67f78	docs;code;source-locks	C	P0	PR-728	C0	
PR-729	14f3ef3cb40854fb559deb2528932e5113f72038	PR729	B	P0	BASE	pending integrator reconciliation	
PR-729-DOC	14f3ef3cb40854fb559deb2528932e5113f72038	docs;code;source-locks	C	P0	PR-729	C0	
PR-730	2db310ed742c2d980830614897ccd10eac852a24	PR730	A	P0	BASE	pending integrator reconciliation	
PR-730-DOC	2db310ed742c2d980830614897ccd10eac852a24	docs;code;source-locks	C	P0	PR-730	C0	
PR-731	6d440eb6c82d989c046e87e13f9bdabf087f920f	PR731	B	P1	BASE	pending integrator reconciliation	
PR-731-DOC	6d440eb6c82d989c046e87e13f9bdabf087f920f	docs;code;source-locks	C	P0	PR-731	C0	
PR-732	b2c92374d42836b60210bc5700f04a83c965750e	PR732	C	P0	BASE	C0	
PR-733	6d42bbc31c81e7d6a03909e205b56f30f6f7b49a	PR733	C	P0	BASE	C0	
PR-734	ae0887b8125601c98dc809cffe01c7f1c78bb998	PR734	C	P0	BASE	C0	
PR-735	381a5a98ade7c6bad7122e5182c2fc07332dc747	PR735	C	P0	BASE	C0	
PR-742	5088669fbd46ad76186df66e43b6715c9c732b81	PR742	A	P0	BASE	pending integrator reconciliation	
PR-742-DOC	5088669fbd46ad76186df66e43b6715c9c732b81	docs;code;source-locks	C	P0	PR-742	C0	
PR-745	56244466351cffa5653780f9ad58070986e1910d	PR745	A	P0	BASE	pending integrator reconciliation	
PR-745-DOC	56244466351cffa5653780f9ad58070986e1910d	docs;code;source-locks	C	P0	PR-745	C0	
PR-747	ebe287cc85b122cbe3efd57b7c30ce17d150d74c	PR747	A	P0	BASE	pending integrator reconciliation	
PR-747-DOC	ebe287cc85b122cbe3efd57b7c30ce17d150d74c	docs;code;source-locks	C	P0	PR-747	C0	
PR-748	f1550521311e2802b8e3cfc304962ae27d45c938	PR748	B	P0	BASE	pending integrator reconciliation	
PR-748-DOC	f1550521311e2802b8e3cfc304962ae27d45c938	docs;code;source-locks	C	P0	PR-748	C0	
PR-749	5e406679aae9a217eff290dfce81e0a0f301d6cc	PR749	C	P0	BASE	C0	
PR-750	c2a439895f73ce2b6d03ea3405c5bbddef0fb014	PR750	C	P0	BASE	C0	
PR-751	86cac1d64364015ec2cc0f8fbb6fc75dc041c12b	PR751	A	P0	BASE	pending integrator reconciliation	
PR-751-DOC	86cac1d64364015ec2cc0f8fbb6fc75dc041c12b	docs;code;source-locks	C	P0	PR-751	C0	
PR-752	10446e8ea9c55162c317810f63c1f7a379466459	PR752	B	P0	BASE	pending integrator reconciliation	
PR-752-DOC	10446e8ea9c55162c317810f63c1f7a379466459	docs;code;source-locks	C	P0	PR-752	C0	
PR-753	addd2fbac174f3dd48a547af6d31b8fb2984d88f	PR753	A	P0	BASE	pending integrator reconciliation	
PR-753-DOC	addd2fbac174f3dd48a547af6d31b8fb2984d88f	docs;code;source-locks	C	P0	PR-753	C0	
PR-754	e0ba83504f0fa2907cbf11f302825d716d3cc0bf	PR754	C	P0	BASE	C0	
PR-755	8ef4b09093d8a1189c60287e70256aedda33b320	PR755	C	P0	BASE	C0	
PR-756	6e4609dfe1b073f1eb58445fdd1d7164dbc450d6	PR756	A	P0	BASE	pending integrator reconciliation	
PR-756-DOC	6e4609dfe1b073f1eb58445fdd1d7164dbc450d6	docs;code;source-locks	C	P0	PR-756	C0	
PR-757	b870366141fe8d5f43d5b81f6e50a67d2a888070	PR757	A	P0	BASE	pending integrator reconciliation	
PR-757-DOC	b870366141fe8d5f43d5b81f6e50a67d2a888070	docs;code;source-locks	C	P0	PR-757	C0	
PR-758	d79692ece0b7604ad309c459f565b24e9926f5c5	PR758	A	P0	BASE	pending integrator reconciliation	
PR-758-DOC	d79692ece0b7604ad309c459f565b24e9926f5c5	docs;code;source-locks	C	P0	PR-758	C0	
PR-759	cd256e8a82a6dbb32e8728da492ea900cd15995c	PR759	A	P0	BASE	pending integrator reconciliation	
PR-759-DOC	cd256e8a82a6dbb32e8728da492ea900cd15995c	docs;code;source-locks	C	P0	PR-759	C0	
PR-760	e3747c946379735d27658c010976cfff051843e9	PR760	A	P0	BASE	pending integrator reconciliation	
PR-760-DOC	e3747c946379735d27658c010976cfff051843e9	docs;code;source-locks	C	P0	PR-760	C0	
PR-761	74570d73194a1c74a39ea1f3ce58771cb0929894	PR761	C	P0	BASE	C0	
PR-762	55af2c8020d257047cc1f9965c51b623cc074a76	PR762	A	P0	BASE	pending integrator reconciliation	
PR-762-DOC	55af2c8020d257047cc1f9965c51b623cc074a76	docs;code;source-locks	C	P0	PR-762	C0	
PR-765	359849086f0a62cc1cabd99b5029cdc4a44917d1	PR765	B	P0	BASE	pending integrator reconciliation	
PR-765-DOC	359849086f0a62cc1cabd99b5029cdc4a44917d1	docs;code;source-locks	C	P0	PR-765	C0	
PR-766	9e8985410607248f760c5c7c9cb09120df951343	PR766	A	P0	BASE	pending integrator reconciliation	
PR-766-DOC	9e8985410607248f760c5c7c9cb09120df951343	docs;code;source-locks	C	P0	PR-766	C0	
PR-767	cdad9e88097db4925c3bbbf731f7d1ae1a9e6c57	PR767	A	P0	BASE	pending integrator reconciliation	
PR-767-DOC	cdad9e88097db4925c3bbbf731f7d1ae1a9e6c57	docs;code;source-locks	C	P0	PR-767	C0	
PR-768	51a94c690ffff114fca265281904963c7c1c8ecf	PR768	B	P0	BASE	pending integrator reconciliation	
PR-768-DOC	51a94c690ffff114fca265281904963c7c1c8ecf	docs;code;source-locks	C	P0	PR-768	C0	
PR-769	f5f9bed2bdcd9188fdd61b822376398022cebb03	PR769	A	P0	BASE	pending integrator reconciliation	
PR-769-DOC	f5f9bed2bdcd9188fdd61b822376398022cebb03	docs;code;source-locks	C	P0	PR-769	C0	
PR-770	29aee91f17a8d6ccc6b19e21cff97f763d92da95	PR770	B	P0	BASE	pending integrator reconciliation	
PR-770-DOC	29aee91f17a8d6ccc6b19e21cff97f763d92da95	docs;code;source-locks	C	P0	PR-770	C0	
PR-771	bffe68cec24fd785f7b16087d6ce8fea4561eece	PR771	A	P1	BASE	pending integrator reconciliation	
PR-771-DOC	bffe68cec24fd785f7b16087d6ce8fea4561eece	docs;code;source-locks	C	P0	PR-771	C0	
PR-772	93726d7f4a4c17ee530d064c19aa3a4519fd5465	PR772	B	P0	BASE	pending integrator reconciliation	
PR-772-DOC	93726d7f4a4c17ee530d064c19aa3a4519fd5465	docs;code;source-locks	C	P0	PR-772	C0	
PR-773	8d28e706de724c8a6a66fa1980bf4ef879871ae2	PR773	A	P0	BASE	pending integrator reconciliation	
PR-773-DOC	8d28e706de724c8a6a66fa1980bf4ef879871ae2	docs;code;source-locks	C	P0	PR-773	C0	
PR-774	abe712bdeca0968167f6decc2fbc0651fdd73592	PR774	A	P1	BASE	pending integrator reconciliation	
PR-774-DOC	abe712bdeca0968167f6decc2fbc0651fdd73592	docs;code;source-locks	C	P0	PR-774	C0	
PR-775	6cf2b650d4dbf70d753a6bb6f147890b6801efa3	PR775	A	P0	BASE	pending integrator reconciliation	
PR-775-DOC	6cf2b650d4dbf70d753a6bb6f147890b6801efa3	docs;code;source-locks	C	P0	PR-775	C0	
PR-776	b7acc73075f7f8da4ebc783a449d2b68ce4aad63	PR776	B	P0	BASE	pending integrator reconciliation	
PR-776-DOC	b7acc73075f7f8da4ebc783a449d2b68ce4aad63	docs;code;source-locks	C	P0	PR-776	C0	
PR-777	399410ba3b38e135ad6961a850bdaa02fa9cbba2	PR777	A	P0	BASE	pending integrator reconciliation	
PR-777-DOC	399410ba3b38e135ad6961a850bdaa02fa9cbba2	docs;code;source-locks	C	P0	PR-777	C0	
PR-778	8db2752fa046a9fc686f3a4a5606beb2da3e7176	PR778	B	P0	BASE	pending integrator reconciliation	
PR-778-DOC	8db2752fa046a9fc686f3a4a5606beb2da3e7176	docs;code;source-locks	C	P0	PR-778	C0	
PR-779	38023e22913eacdb8af9da804f6301f20da0332c	PR779	B	P0	BASE	pending integrator reconciliation	
PR-779-DOC	38023e22913eacdb8af9da804f6301f20da0332c	docs;code;source-locks	C	P0	PR-779	C0	
PR-780	3f8be1587e34caa5aff0ff322fb90830046e082c	PR780	A	P0	BASE	pending integrator reconciliation	
PR-780-DOC	3f8be1587e34caa5aff0ff322fb90830046e082c	docs;code;source-locks	C	P0	PR-780	C0	
PR-781	83dca1a6b750feeffe9f446656bb01694131d74a	PR781	A	P0	BASE	pending integrator reconciliation	
PR-781-DOC	83dca1a6b750feeffe9f446656bb01694131d74a	docs;code;source-locks	C	P0	PR-781	C0	
PR-782	737bf85ec9f36213cfe02b7edc178181545167f7	PR782	B	P0	BASE	pending integrator reconciliation	
PR-782-DOC	737bf85ec9f36213cfe02b7edc178181545167f7	docs;code;source-locks	C	P0	PR-782	C0	
PR-783	48d556561125cba3859a4c6d6747bcb44c1a7fc1	PR783	B	P0	BASE	pending integrator reconciliation	
PR-783-DOC	48d556561125cba3859a4c6d6747bcb44c1a7fc1	docs;code;source-locks	C	P0	PR-783	C0	
PR-784	d6d326b21d9526d9c91b18017bf550003f8f4f9b	PR784	B	P0	BASE	pending integrator reconciliation	
PR-784-DOC	d6d326b21d9526d9c91b18017bf550003f8f4f9b	docs;code;source-locks	C	P0	PR-784	C0	
PR-785	9a965c26fd3e0310736829689db1734bcb5c3ec4	PR785	A	P0	BASE	pending integrator reconciliation	
PR-785-DOC	9a965c26fd3e0310736829689db1734bcb5c3ec4	docs;code;source-locks	C	P0	PR-785	C0	
PR-786	fc550cb0531e7abbc438a9b6eefa5ca11f90abc7	PR786	A	P0	BASE	pending integrator reconciliation	
PR-786-DOC	fc550cb0531e7abbc438a9b6eefa5ca11f90abc7	docs;code;source-locks	C	P0	PR-786	C0	
PR-787	cbfc36f0514c84897ffb102c9e2865b5eba9f5b5	PR787	B	P1	BASE	pending integrator reconciliation	
PR-787-DOC	cbfc36f0514c84897ffb102c9e2865b5eba9f5b5	docs;code;source-locks	C	P0	PR-787	C0	
PR-788	a9c7b44f908c90f63d2f49a5fde58face5921e42	PR788	B	P1	BASE	pending integrator reconciliation	
PR-788-DOC	a9c7b44f908c90f63d2f49a5fde58face5921e42	docs;code;source-locks	C	P0	PR-788	C0	
PR-789	dba7d5aa2555ea1a921c28720dc045976fd7195d	PR789	B	P1	BASE	pending integrator reconciliation	
PR-789-DOC	dba7d5aa2555ea1a921c28720dc045976fd7195d	docs;code;source-locks	C	P0	PR-789	C0	
PR-790	6b309554bf1e2f83a83325cd54038f5a0b9b0014	PR790	A	P0	BASE	pending integrator reconciliation	
PR-790-DOC	6b309554bf1e2f83a83325cd54038f5a0b9b0014	docs;code;source-locks	C	P0	PR-790	C0	
PR-791	0078e3b59a1d4e085e9b0d1f3ccbd6432c0f301a	PR791	C	P1	BASE	C0	
PR-792	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	PR792	B	P0	BASE	pending integrator reconciliation	
PR-792-DOC	465cb28ed8cbfa1bb071d9a85eeda9890decfe6b	docs;code;source-locks	C	P0	PR-792	C0	
PR-793	cdf2f15965decbd35afbbd09a16c89cb3e215737	PR793	A	P0	BASE	pending integrator reconciliation	
PR-793-DOC	cdf2f15965decbd35afbbd09a16c89cb3e215737	docs;code;source-locks	C	P0	PR-793	C0	
PR-794	c4cbfad34c21d7dfe63e5ca99bb68be58719aa99	PR794	C	P0	BASE	C0	
PR-795	f184ca0895713aa5323321ac482a11aeb2e6284b	PR795	C	P0	BASE	C0	
PR-796	eac5f7862b7196f73c4243d894f28087984b7c3b	PR796	C	P0	BASE	C0	
PR-797	e476587bba756cf1db8c46d3a16fb1d794c4293a	PR797	C	P0	BASE	C0	
LATE-348	89f0eb418a470d55e945b08daa3d0f0dc2fc7914	PR348	B	current-ref-read	BASE	pending integrator reconciliation	Outside 341-row previous manifest; updated metadata does not itself prove changed mathematics
LATE-351	68e92a871ab2d1a01fb95041803643a378eb4109	PR351	B	current-ref-read	BASE	pending integrator reconciliation	Outside 341-row previous manifest; updated metadata does not itself prove changed mathematics
LATE-352	906b5a477a1ed7c88a40db7569924f15f3d54b72	PR352	B	current-ref-read	BASE	pending integrator reconciliation	Outside 341-row previous manifest; updated metadata does not itself prove changed mathematics
LATE-355	2107c85370369372361bb6b82b79ebf0676eb283	PR355	B	current-ref-read	BASE	pending integrator reconciliation	Outside 341-row previous manifest; updated metadata does not itself prove changed mathematics
LATE-356	1a60df88aadac731ec32e48a87b74537662114dd	PR356	B	current-ref-read	BASE	pending integrator reconciliation	Outside 341-row previous manifest; updated metadata does not itself prove changed mathematics
ISSUE-736	issue:736@C-observation-2026-09-05	issues/736	A	discussion-partial	PR-751;PR-756;PR-758;PR-760;PR-778	pending integrator reconciliation	Dirichlet completion; 15 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-736-C	issue:736@C-observation-2026-09-05	issues/736	C	discussion-partial	ISSUE-736	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-737	issue:737@C-observation-2026-09-05	issues/737	A	body-and-selected-discussion	PR-751;PR-752;PR-756;PR-765;PR-778	pending integrator reconciliation	Function-field mirror; 8 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-737-C	issue:737@C-observation-2026-09-05	issues/737	C	body-and-selected-discussion	ISSUE-737	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-738	issue:738@C-observation-2026-09-05	issues/738	A	discussion-partial	PR-752;PR-756	pending integrator reconciliation	GL2 twists / rank deflation; 14 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-738-C	issue:738@C-observation-2026-09-05	issues/738	C	discussion-partial	ISSUE-738	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-739	issue:739@C-observation-2026-09-05	issues/739	B	body-and-all-comment-bodies	PR-771;PR-742	pending integrator reconciliation	Trace formula XD HCNC BPOE; 1 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-739-C	issue:739@C-observation-2026-09-05	issues/739	C	body-and-all-comment-bodies	ISSUE-739	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-740	issue:740@C-observation-2026-09-05	issues/740	A	body;zero-comments	ISSUE-736;ISSUE-739;ISSUE-737	pending integrator reconciliation	Off-line zero propagation; 0 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-740-C	issue:740@C-observation-2026-09-05	issues/740	C	body;zero-comments	ISSUE-740	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-741	issue:741@C-observation-2026-09-05	issues/741	A	discussion-partial	PR-752;PR-756	pending integrator reconciliation	Detector atlas; 18 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-741-C	issue:741@C-observation-2026-09-05	issues/741	C	discussion-partial	ISSUE-741	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-743	issue:743@C-observation-2026-09-05	issues/743	B	discussion-partial	PR-713;PR-715;PR-718;PR-719;PR-751	pending integrator reconciliation	Common mother / stress tensor; 13 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-743-C	issue:743@C-observation-2026-09-05	issues/743	C	discussion-partial	ISSUE-743	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-744	issue:744@C-observation-2026-09-05	issues/744	B	body-and-all-comment-bodies	PR-714;PR-716;PR-720;PR-723;PR-724;PR-726;PR-729;PR-731;PR-772	pending integrator reconciliation	Reverse Rolle / residue cascade; 2 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-744-C	issue:744@C-observation-2026-09-05	issues/744	C	body-and-all-comment-bodies	ISSUE-744	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-746	issue:746@C-observation-2026-09-05	issues/746	A	body-and-all-comment-bodies	PR-727;PR-730;PR-719	pending integrator reconciliation	F1 Frobenius Hodge; 1 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-746-C	issue:746@C-observation-2026-09-05	issues/746	C	body-and-all-comment-bodies	ISSUE-746	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-763	issue:763@C-observation-2026-09-05	issues/763	B	long-body-partial;all-comment-bodies	ISSUE-764;PR-765;PR-770;PR-771;PR-751;PR-752;PR-756;PR-757;PR-760	pending integrator reconciliation	Riemann Structures; 2 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-763-C	issue:763@C-observation-2026-09-05	issues/763	C	long-body-partial;all-comment-bodies	ISSUE-763	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
ISSUE-764	issue:764@C-observation-2026-09-05	issues/764	A	long-body-partial;zero-comments	ISSUE-763;PR-766;PR-769;PR-781	pending integrator reconciliation	Generalized L-objects; 0 comments acquired; issue text is mutable, not a Git commit; complete transitive link closure not certified
ISSUE-764-C	issue:764@C-observation-2026-09-05	issues/764	C	long-body-partial;zero-comments	ISSUE-764	update-navigation-and-source-ledger	Do not label suggested branches as deposited artifacts without resolving them
RELEASE-MERGE	852d8aa05c701ea7818ce8a50543e68987fef5cc	commit:852d8aa05c701ea7818ce8a50543e68987fef5cc	C	commit-parent-read	PR-722	record-not-scientific-verdict	parent1=677203992eb0168920365ee45ae9db76bfa97dcf; merged-source=99dcb03f431d06032d205e6a6868616a108e4a99
MAIN-732	573eb6aa42c3d9469462c91c6b3ddfb8ab36d77f	commit:573eb6aa42c3d9469462c91c6b3ddfb8ab36d77f	C	commit-parent-read	PR-732	record-not-scientific-verdict	parent1=852d8aa05c701ea7818ce8a50543e68987fef5cc; merged-source=b2c92374d42836b60210bc5700f04a83c965750e
MAIN-761	6dda8b5125457ed936330229f8c9eb6491728e76	commit:6dda8b5125457ed936330229f8c9eb6491728e76	C	commit-parent-read	PR-761	record-not-scientific-verdict	parent1=573eb6aa42c3d9469462c91c6b3ddfb8ab36d77f; merged-source=74570d73194a1c74a39ea1f3ce58771cb0929894
MAIN-794	8d16f8d9c475db290bc85e53d775b93b9bcdb336	commit:8d16f8d9c475db290bc85e53d775b93b9bcdb336	C	commit-parent-read	PR-794	record-not-scientific-verdict	parent1=6dda8b5125457ed936330229f8c9eb6491728e76; merged-source=c4cbfad34c21d7dfe63e5ca99bb68be58719aa99
DEPOSIT-351-branch	68e92a871ab2d1a01fb95041803643a378eb4109	claude/riemann-two-program-wave-8nz34i	C	reference-read-not-fresh-source-review	LATE-351	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-743-719	b6cb90d3d5f06320ba2c4908930a5b85fa270240	issuecomment:5391717672	C	reference-read-not-fresh-source-review	ISSUE-743;PR-719	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-743-751	babf543af6c7275cf392e4d0787a895b28a573a4	issuecomment:5397307658	C	reference-read-not-fresh-source-review	ISSUE-743;PR-751	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-744-720	0710d1f5e5216dd1c9cdebce4d6921bc581c5d4a	issuecomment:5391720949	C	reference-read-not-fresh-source-review	ISSUE-744;PR-720	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-744-726	a2c9cac627b1e50e31896e44dae65ca9939712eb	issuecomment:5391720949	C	reference-read-not-fresh-source-review	ISSUE-744;PR-726	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-744-729	5f6278d72410115a0ccae3e4b86ebf271ea2d2d0	issuecomment:5391720949	C	reference-read-not-fresh-source-review	ISSUE-744;PR-729	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-744-731	d147fdb23492289fed4450e63b40ef55afaac466	issuecomment:5391720949	C	reference-read-not-fresh-source-review	ISSUE-744;PR-731	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-744-772	960ff900975d36277c177ffd008125bd8bdc4f9d	issuecomment:5471276416	C	reference-read-not-fresh-source-review	ISSUE-744;PR-772	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-746-730	5626725a994bd89973df6e13e48ed6f897d10d0b	issuecomment:5391723374	C	reference-read-not-fresh-source-review	ISSUE-746;PR-730	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-763-771	d5329493ada9ddd1d33f5ba5b8ca53edd720a975	issuecomment:5471273868	C	reference-read-not-fresh-source-review	ISSUE-763;PR-771	preserve-and-resolve	Historical checkpoint separate from latest PR head; no invented full SHA for shortened references
DEPOSIT-752-correction	UNRESOLVED_SHORT_SHA:709b6b36	issuecomment:5404086969;5404087087	C	reference-read-not-fresh-source-review	ISSUE-738;ISSUE-741;PR-752	preserve-and-resolve	Checkpoint fragment from discussion; full commit not independently resolved, no fabricated full SHA
DEPOSIT-752-a3c77a45	UNRESOLVED_SHORT_SHA:a3c77a45	issue738/741 rendered commit link	A	reference-read	PR-752;ISSUE-738;ISSUE-741	pending integrator reconciliation	Checkpoint fragment from discussion; full commit not independently resolved, no fabricated full SHA
DEPOSIT-752-575aff08	UNRESOLVED_SHORT_SHA:575aff08	issue738/741 rendered commit link	A	reference-read	PR-752;ISSUE-738;ISSUE-741	pending integrator reconciliation	Checkpoint fragment from discussion; full commit not independently resolved, no fabricated full SHA
DEPOSIT-752-912895aa	UNRESOLVED_SHORT_SHA:912895aa	issue738/741 rendered commit link	A	reference-read	PR-752;ISSUE-738;ISSUE-741	pending integrator reconciliation	Checkpoint fragment from discussion; full commit not independently resolved, no fabricated full SHA
DEPOSIT-752-978a740e	UNRESOLVED_SHORT_SHA:978a740e	issue738/741 rendered commit link	A	reference-read	PR-752;ISSUE-738;ISSUE-741	pending integrator reconciliation	Checkpoint fragment from discussion; full commit not independently resolved, no fabricated full SHA
DEPOSIT-752-7cf8e1b7	UNRESOLVED_SHORT_SHA:7cf8e1b7	issue738/741 rendered commit link	A	reference-read	PR-752;ISSUE-738;ISSUE-741	pending integrator reconciliation	Checkpoint fragment from discussion; full commit not independently resolved, no fabricated full SHA
DEPOSIT-752-9af34bde	UNRESOLVED_SHORT_SHA:9af34bde	issue738/741 rendered commit link	A	reference-read	PR-752;ISSUE-738;ISSUE-741	pending integrator reconciliation	Checkpoint fragment from discussion; full commit not independently resolved, no fabricated full SHA
CLAIM-771-T107300	bffe68cec24fd785f7b16087d6ce8fea4561eece	claims/theorems/T-107300-shared-conductor-relative-trace-frontier.md	A	header-and-statement-extract-read	PR-771;PR-765	pending integrator reconciliation	blob=f6eb5180def2413909e65f08babaed98ff9eaf29; conflicting bare ID; do not unify
ALIAS-771-107300	bffe68cec24fd785f7b16087d6ce8fea4561eece	L-107300..302; R-107300; T-107300; X-107300	C	changed-paths-read	CLAIM-771-T107300	source-qualify-before-extraction	Cross-PR collision confirmed, semantic equivalence not presumed
CLAIM-774-T107300	abe712bdeca0968167f6decc2fbc0651fdd73592	claims/theorems/T-107300-shared-fibre-relative-primitive-trace-frontier.md	A	header-and-statement-extract-read	PR-774;PR-765	pending integrator reconciliation	blob=8cc73b2780df4ba6e9dccf6cf34d2e4bb9812b18; conflicting bare ID; do not unify
ALIAS-774-107300	abe712bdeca0968167f6decc2fbc0651fdd73592	L-107300..302; R-107300; T-107300; X-107300	C	changed-paths-read	CLAIM-774-T107300	source-qualify-before-extraction	Cross-PR collision confirmed, semantic equivalence not presumed
CLAIM-731-COLLISIONS	6d440eb6c82d989c046e87e13f9bdabf087f920f	claims/*/*106432*; *106440*; *106450*; *106610*	B	changed-paths-read	PR-731	pending integrator reconciliation	Multiple distinct paths reuse IDs within one head; supersession text is not automatically an alias map
CORRECTION-752-SCOUT	10446e8ea9c55162c317810f63c1f7a379466459	issuecomment:5404086969;5404087087	C	correction-read	PR-752;PR-756;ISSUE-738;ISSUE-741	quarantine-unbound-evidence	r=4 scout script/numerators/domain/grid not retained according to source correction; no independent recovery
CORRECTION-719-730	59654c02d13545d6c8c0972315db2628e9efa1f6	F1ATO105405; F1PE105403; F1WNC105420; WNC102743	B	issue746-correction-read	PR-730;ISSUE-746;PR-751	pending integrator reconciliation	Unquotiented packing withdrawn; transitive consumer propagation not established by C
CORRECTION-HCNC	5088669fbd46ad76186df66e43b6715c9c732b81	HCNC / BPOE canonical cut consumers	A	metadata-only	PR-742;ISSUE-739;ISSUE-743	pending integrator reconciliation	Refutation scope and downstream invalidation require exact-source reconciliation; not accepted from summary
