pr	head_resolution	exact_head_sha_if_resident	coverage_source	selected_claim_ids	final_lifecycle_disposition	controlling_review	canonical_extraction	notes
611	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
612	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
613	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	6809d8509f031f7f783ef20e2250ff2735e32924	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		HISTORICAL_FULL_PROPOSAL	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
614	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
615	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
616	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
617	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	c3d12f4d236e2c9ff8f5a0f204bd6eb04946c521	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
618	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	2dfa73325a6402418fc64b9e554c1b13dd2b9bf1	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
619	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	0f91f43908493866c9fd5130d2a7bd4645b4a51f	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
620	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	493e12fcba3f9b98dda7c3595bff73b256e00ca4	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	ARITH.DIRECT_INTEGRAL_COMMON_ROW	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
621	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	46afb6e15eef95c9268eff1791a7135b9783a2b2	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
622	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	9d70d2b8bd932d1775600dd5e95f501324eae72b	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
623	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	712412e286cc309bbe9960ee839df158316df9e5	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
624	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	0fa032faedc0fa9a47a87c41a69c0db141b1dea2	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		RETAINED_COMPUTATIONAL_CERTIFICATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
625	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
626	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
627	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
628	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
629	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
630	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	bec6ec52ff94e0439fa6a4615c4641f7714d1d54	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		RETAINED_COMPUTATIONAL_CERTIFICATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
631	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
632	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
633	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
634	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
635	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
636	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
637	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
638	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	73ee57ccc684f4062769a6d1c0456b3ef6318db2	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	ARITH.VOLTERRA_GREEN	CANONICALIZED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
639	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
640	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
641	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	19cd3939a54ccea73b055b3952b5dd7ed638c4fb	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	CONSUMER.MELLIN.MOVING_ROW_SELECTION	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
642	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	07aa0d4838458a1b2d3af9e5bc96616baa6b4767	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	ARITH.SHARP.ROW_KERNEL	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
643	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
644	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
645	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
646	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
647	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	306d1c66fe4e848efda0bd78b5475aeeed3d5563	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		RETAINED_COMPUTATIONAL_CERTIFICATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
648	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
649	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	433fd3662f7b2e4ba384ce64f196380e88624090	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	CONSUMER.MELLIN.FIVE_THREE	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
650	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	3f9e80f09fe1f595927ea7dce6fb49ac68c5c21b	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	CONSUMER.MELLIN.HOLOMORPHIC_DEFECT	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
651	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
652	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	24ab64551225f2dba9aa53a533eb9b0285c6e363	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	CONSUMER.MELLIN.FIXED_ROW|CONSUMER.MELLIN.TWO_ROW|ARITH.SHARP.COMPACT_HALL_RN|ARITH.SHARP.ALPHA_NATIVE_PROMOTION|ARITH.SHARP.SEQUENTIAL_FIRST_OWNER	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
653	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	e928fd615d753882706bb88c51b717bd8d4a86ba	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	CONSUMER.MELLIN.ZERO_SAFE_BOX|CONSUMER.MELLIN.SPECIALIZED_LANDAU|API.MELLIN.SUBPOWER_NEGATIVE_MASS	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
654	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
655	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	7946f2979a69392e5275be90f023dfb34009d4d9	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
656	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	db404ec00cf022f003ee2bbee66e0cf62ac45003	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
657	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
658	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
659	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	83c17b32a99ac9e1aa5aec3168535550eb286636	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
660	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
661	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
662	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
663	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	fa081e81044a81e76f48cb9878a659d749e98427	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	ARITH.SHARP.POWER_M_GE_2	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
664	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
665	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	a771772682a2c09c026348b176618c302c49c223	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
666	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
667	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	7c044d232198265974dd8f4a530b98c6653dba55	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		REFUTED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
668	EXACT_HEAD_RESIDENT_IN_RECONCILIATION	15719b975115ecad1b23264c6a6303899b4c99dc	PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	ARITH.SHARP.CRITICAL_DESCENT_IDENTITIES|OPEN.ARITH.CV	LIVE_OPEN_GATE	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd; Reviewer D reconciled claim rows	Extract selected semantic IDs only	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
669	PINNED_IN_REVIEW_C_FINAL_HEAD_RECONCILIATION@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		PR712@a6aa936ba8bf538177e34af60db7e2f0a58f8dfd		SUPERSEDED	Reviewer C final census @ a6aa936ba8bf538177e34af60db7e2f0a58f8dfd	No direct canonical extraction in this freeze	Lifecycle recommendation only; exact mathematical disposition remains in Reviewer C PR_CENSUS/PASS2_FINAL_REVIEW at the frozen head.
